date,description,amount,type,source,account,category,merchant
2025-03-05,Dr. Lal PathLabs/Blood Test,780.0,debit,UPI,HDFC Savings,Healthcare,Dr. Lal PathLabs
2025-03-05,UPI/UPI Misc 2/Pay,72.77,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 2
2025-03-05,UPI/Blinkit/Pay,153.22,debit,UPI,HDFC Savings,Food & Dining,Blinkit
2025-03-05,UPI/Swiggy/Quick Pay,438.34,debit,UPI,HDFC Savings,Food & Dining,Swiggy
2025-03-05,UPI/Namma Yatri/Pay,104.13,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-03-05,UPI/Subway/Pay,182.22,debit,UPI,HDFC Savings,Food & Dining,Subway
2025-03-05,UPI/Uber/Pay,172.82,debit,UPI,SBI Savings,Travel,Uber
2025-03-05,UPI/Namma Yatri/Pay,48.69,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-03-05,UPI/Ola/Pay,535.64,debit,UPI,SBI Savings,Travel,Ola
2025-03-06,UPI/Cafe Coffee Day/Food Order,180.96,debit,UPI,SBI Savings,Food & Dining,Cafe Coffee Day
2025-03-06,UPI/McDonald's/Quick Pay,271.95,debit,UPI,SBI Savings,Food & Dining,McDonald's
2025-03-06,UPI/Ola/Purchase,48.92,debit,UPI,SBI Savings,Travel,Ola
2025-03-06,UPI/Zomato/Quick Pay,57.22,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-03-06,UPI/Namma Yatri/Order,148.47,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-03-06,UPI/Ola/Quick Pay,175.57,debit,UPI,HDFC Savings,Travel,Ola
2025-03-07,SIP - Axis Bluechip Fund,3000.0,debit,SIP,HDFC Savings,Investments,Axis Bluechip Fund
2025-03-07,SIP - Mirae Asset ELSS,2000.0,debit,SIP,HDFC Savings,Investments,Mirae Asset ELSS
2025-03-07,SIP - Parag Parikh Flexi,5000.0,debit,SIP,HDFC Savings,Investments,Parag Parikh Flexi Cap
2025-03-07,UPI/Zomato/Quick Pay,135.92,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-03-07,UPI/Uber/Order,148.4,debit,UPI,SBI Savings,Travel,Uber
2025-03-07,UPI/Subway/Purchase,87.37,debit,UPI,SBI Savings,Food & Dining,Subway
2025-03-07,UPI/Rapido/Quick Pay,77.92,debit,UPI,SBI Savings,Travel,Rapido
2025-03-07,UPI/Rapido/Purchase,109.98,debit,UPI,SBI Savings,Travel,Rapido
2025-03-07,UPI/Haldiram's/Quick Pay,368.21,debit,UPI,HDFC Savings,Food & Dining,Haldiram's
2025-03-07,UPI/Rapido/Quick Pay,135.76,debit,UPI,SBI Savings,Travel,Rapido
2025-03-08,UPI/Dunzo/Quick Bite,41.14,debit,UPI,HDFC Savings,Food & Dining,Dunzo
2025-03-08,Subscription/Spotify,119.0,debit,Credit Card,HDFC Credit Card,Entertainment,Spotify
2025-03-08,UPI/Received/Rahul S,927.79,credit,UPI,SBI Savings,Transfers,Rahul S
2025-03-08,UPI/UPI Misc 2/Pay,111.95,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 2
2025-03-09,UPI/Big Basket/Grocery,2660.88,debit,UPI,SBI Savings,Groceries,Big Basket
2025-03-09,UPI/Big Basket/Quick Pay,713.13,debit,UPI,SBI Savings,Groceries,Big Basket
2025-03-09,UPI/Big Basket/Quick Pay,651.07,debit,UPI,HDFC Savings,Groceries,Big Basket
2025-03-10,Personal Loan EMI - ICICI Bank PL2024,6200.0,debit,EMI,HDFC Savings,EMI,ICICI Bank
2025-03-10,UPI/Pay/Pooja N,115.86,debit,UPI,SBI Savings,Transfers,Pooja N
2025-03-10,UPI/Namma Yatri/Order,150.53,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-03-10,UPI/Indian Oil/Purchase,1513.6,debit,UPI,SBI Savings,Miscellaneous,Indian Oil
2025-03-10,UPI/HP Petrol Pump/Quick Pay,1573.77,debit,UPI,HDFC Savings,Miscellaneous,HP Petrol Pump
2025-03-10,UPI/Ola/Order,583.11,debit,UPI,SBI Savings,Travel,Ola
2025-03-11,UPI/Starbucks/Food Order,421.01,debit,UPI,HDFC Savings,Food & Dining,Starbucks
2025-03-11,UPI/Swiggy/Quick Bite,43.34,debit,UPI,HDFC Savings,Food & Dining,Swiggy
2025-03-11,Myntra/Online Purchase,1458.45,debit,UPI,SBI Savings,Shopping,Myntra
2025-03-11,Subscription/Amazon Prime,179.0,debit,Credit Card,HDFC Credit Card,Entertainment,Amazon Prime
2025-03-11,UPI/Pay/Vikram M,223.98,debit,UPI,SBI Savings,Transfers,Vikram M
2025-03-11,UPI/Uber/Pay,296.27,debit,UPI,SBI Savings,Travel,Uber
2025-03-11,UPI/UPI Misc 0/Order,87.64,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 0
2025-03-11,UPI/Cafe Coffee Day/Quick Pay,92.1,debit,UPI,SBI Savings,Food & Dining,Cafe Coffee Day
2025-03-12,UPI/Dunzo/Order,307.69,debit,UPI,SBI Savings,Food & Dining,Dunzo
2025-03-12,UPI/Uber/Quick Pay,620.25,debit,UPI,HDFC Savings,Travel,Uber
2025-03-12,UPI/Uber/Purchase,270.75,debit,UPI,SBI Savings,Travel,Uber
2025-03-12,UPI/Rapido/Quick Pay,210.2,debit,UPI,SBI Savings,Travel,Rapido
2025-03-12,UPI/Swiggy Instamart/Quick Pay,89.59,debit,UPI,HDFC Savings,Food & Dining,Swiggy Instamart
2025-03-13,Tata Cliq/Online Purchase,4581.19,debit,Credit Card,HDFC Credit Card,Shopping,Tata Cliq
2025-03-13,UPI/Pay/Rahul S,1299.56,debit,UPI,HDFC Savings,Transfers,Rahul S
2025-03-13,UPI/UPI Misc 3/Quick Pay,279.28,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 3
2025-03-13,UPI/Blinkit/Purchase,335.46,debit,UPI,HDFC Savings,Food & Dining,Blinkit
2025-03-13,UPI/Uber/Pay,57.81,debit,UPI,HDFC Savings,Travel,Uber
2025-03-13,UPI/Uber/Quick Pay,187.49,debit,UPI,HDFC Savings,Travel,Uber
2025-03-13,UPI/Ola/Pay,143.17,debit,UPI,SBI Savings,Travel,Ola
2025-03-13,UPI/Uber/Order,643.44,debit,UPI,SBI Savings,Travel,Uber
2025-03-14,Myntra/Online Purchase,685.86,debit,Credit Card,HDFC Credit Card,Shopping,Myntra
2025-03-14,UPI/Uber/Ride,336.79,debit,UPI,SBI Savings,Travel,Uber
2025-03-14,UPI/Ola/Ride,139.68,debit,UPI,HDFC Savings,Travel,Ola
2025-03-14,MakeMyTrip/Flight BLR-GOA,4850.0,debit,Credit Card,HDFC Credit Card,Travel,MakeMyTrip
2025-03-14,MakeMyTrip/Hotel Goa 3 Nights,9200.0,debit,Credit Card,HDFC Credit Card,Travel,MakeMyTrip
2025-03-14,UPI/Pay/Pooja N,304.76,debit,UPI,SBI Savings,Transfers,Pooja N
2025-03-14,UPI/Received/Pooja N,650.08,credit,UPI,SBI Savings,Transfers,Pooja N
2025-03-14,Advance Tax Payment - Income Tax Dept,8500.0,debit,NEFT,HDFC Savings,Taxes,Income Tax Dept
2025-03-14,UPI/Ola/Order,130.1,debit,UPI,HDFC Savings,Travel,Ola
2025-03-14,UPI/Uber/Order,233.89,debit,UPI,HDFC Savings,Travel,Uber
2025-03-14,UPI/Ola/Purchase,309.77,debit,UPI,SBI Savings,Travel,Ola
2025-03-14,UPI/Domino's/Purchase,360.99,debit,UPI,HDFC Savings,Food & Dining,Domino's
2025-03-14,UPI/KFC/Pay,222.91,debit,UPI,HDFC Savings,Food & Dining,KFC
2025-03-15,UPI/Dunzo/Quick Bite,59.24,debit,UPI,HDFC Savings,Food & Dining,Dunzo
2025-03-15,Meesho/Online Purchase,299.81,debit,UPI,SBI Savings,Shopping,Meesho
2025-03-15,UPI/Rapido/Ride,66.11,debit,UPI,SBI Savings,Travel,Rapido
2025-03-15,Uber/Goa Airport Transfer,450.0,debit,Credit Card,HDFC Credit Card,Travel,Uber
2025-03-15,Fisherman's Wharf/Dinner,2100.0,debit,Credit Card,HDFC Credit Card,Food & Dining,Fisherman's Wharf
2025-03-15,ICAI Online/Online Course,2108.35,debit,Credit Card,HDFC Credit Card,Education,ICAI Online
2025-03-15,Credit Card Bill Payment - HDFC CC,13292.65,debit,NEFT,HDFC Savings,Transfers,HDFC Credit Card
2025-03-15,UPI/DMart/Purchase,800.0,debit,UPI,SBI Savings,Groceries,DMart
2025-03-15,UPI/Namma Yatri/Order,177.05,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-03-15,UPI/Big Basket/Purchase,736.63,debit,UPI,SBI Savings,Groceries,Big Basket
2025-03-15,UPI/Zomato/Quick Pay,589.24,debit,UPI,SBI Savings,Food & Dining,Zomato
2025-03-15,UPI/Cafe Coffee Day/Pay,130.98,debit,UPI,SBI Savings,Food & Dining,Cafe Coffee Day
2025-03-15,UPI/McDonald's/Purchase,48.43,debit,UPI,HDFC Savings,Food & Dining,McDonald's
2025-03-15,UPI/Swiggy Instamart/Quick Pay,149.79,debit,UPI,HDFC Savings,Food & Dining,Swiggy Instamart
2025-03-16,Nykaa/Online Purchase,260.32,debit,UPI,SBI Savings,Shopping,Nykaa
2025-03-16,UPI/BMTC/Bus Ticket,35.95,debit,UPI,SBI Savings,Travel,BMTC
2025-03-16,UPI/BMTC/Bus Ticket,27.4,debit,UPI,SBI Savings,Travel,BMTC
2025-03-16,Calangute/Water Sports,1800.0,debit,Credit Card,HDFC Credit Card,Entertainment,Calangute Sports
2025-03-16,Bill/Piped Gas (IGL),396.45,debit,UPI,HDFC Savings,Utilities,Piped Gas (IGL)
2025-03-16,UPI/Rapido/Pay,165.33,debit,UPI,SBI Savings,Travel,Rapido
2025-03-16,UPI/Namma Yatri/Purchase,271.44,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-03-16,UPI/Cafe Coffee Day/Order,280.51,debit,UPI,HDFC Savings,Food & Dining,Cafe Coffee Day
2025-03-16,UPI/Zomato/Quick Pay,576.88,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-03-17,UPI/Swiggy Instamart/Food Order,847.58,debit,UPI,SBI Savings,Food & Dining,Swiggy Instamart
2025-03-17,UPI/Haldiram's/Food Order,302.24,debit,UPI,HDFC Savings,Food & Dining,Haldiram's
2025-03-17,UPI/Swiggy/Quick Bite,77.84,debit,UPI,SBI Savings,Food & Dining,Swiggy
2025-03-17,Goa Bazaar/Souvenirs,1200.0,debit,Credit Card,HDFC Credit Card,Shopping,Goa Bazaar
2025-03-17,Uber/Hotel to Airport,520.0,debit,Credit Card,HDFC Credit Card,Travel,Uber
2025-03-17,UPI/Cafe Coffee Day/Pay,130.0,debit,UPI,HDFC Savings,Food & Dining,Cafe Coffee Day
2025-03-17,UPI/Rapido/Quick Pay,89.81,debit,UPI,HDFC Savings,Travel,Rapido
2025-03-17,UPI/Swiggy Instamart/Pay,706.28,debit,UPI,HDFC Savings,Food & Dining,Swiggy Instamart
2025-03-17,UPI/Uber/Order,294.51,debit,UPI,SBI Savings,Travel,Uber
2025-03-17,UPI/Uber/Quick Pay,236.42,debit,UPI,HDFC Savings,Travel,Uber
2025-03-17,UPI/Namma Yatri/Purchase,170.31,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-03-17,UPI/Zomato/Quick Pay,43.44,debit,UPI,SBI Savings,Food & Dining,Zomato
2025-03-18,UPI/HP Petrol Pump/Pay,2917.33,debit,UPI,SBI Savings,Miscellaneous,HP Petrol Pump
2025-03-18,UPI/Swiggy Instamart/Pay,154.1,debit,UPI,SBI Savings,Food & Dining,Swiggy Instamart
2025-03-18,UPI/Ola/Pay,43.21,debit,UPI,SBI Savings,Travel,Ola
2025-03-18,UPI/Namma Yatri/Order,117.26,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-03-18,UPI/Uber/Pay,179.9,debit,UPI,HDFC Savings,Travel,Uber
2025-03-18,UPI/Rapido/Pay,190.12,debit,UPI,HDFC Savings,Travel,Rapido
2025-03-19,UPI/BMTC/Bus Ticket,12.01,debit,UPI,HDFC Savings,Travel,BMTC
2025-03-19,UPI/Indian Oil/Fuel,3095.2,debit,UPI,HDFC Savings,Fuel,Indian Oil
2025-03-19,UPI/Pay/Vikram M,672.46,debit,UPI,SBI Savings,Transfers,Vikram M
2025-03-19,UPI/UPI Misc 2/Purchase,188.5,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 2
2025-03-19,UPI/Spencer's/Order,482.51,debit,UPI,HDFC Savings,Groceries,Spencer's
2025-03-19,UPI/Rapido/Order,111.14,debit,UPI,SBI Savings,Travel,Rapido
2025-03-19,UPI/Namma Yatri/Pay,30.88,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-03-19,UPI/BPCL/Order,1852.19,debit,UPI,HDFC Savings,Miscellaneous,BPCL
2025-03-19,UPI/Zomato/Order,573.77,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-03-19,UPI/BPCL/Order,3450.86,debit,UPI,SBI Savings,Miscellaneous,BPCL
2025-03-19,UPI/Haldiram's/Purchase,180.5,debit,UPI,HDFC Savings,Food & Dining,Haldiram's
2025-03-19,UPI/Namma Yatri/Purchase,153.14,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-03-19,UPI/Namma Yatri/Purchase,122.01,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-03-20,UPI/Rapido/Ride,92.58,debit,UPI,HDFC Savings,Travel,Rapido
2025-03-20,UPI/EasyPark/Parking Fee,75.21,debit,UPI,HDFC Savings,Miscellaneous,EasyPark
2025-03-20,UPI/Zomato/Quick Pay,598.47,debit,UPI,SBI Savings,Food & Dining,Zomato
2025-03-20,UPI/Namma Yatri/Pay,182.94,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-03-21,UPI/Big Basket/Grocery,1773.51,debit,UPI,SBI Savings,Groceries,Big Basket
2025-03-21,UPI/BMTC/Bus Ticket,50.71,debit,UPI,HDFC Savings,Travel,BMTC
2025-03-21,Bill/BESCOM,1971.01,debit,UPI,SBI Savings,Utilities,BESCOM
2025-03-21,Bill/Airtel Mobile,421.49,debit,UPI,HDFC Savings,Utilities,Airtel Mobile
2025-03-21,UPI/Ola/Quick Pay,436.03,debit,UPI,HDFC Savings,Travel,Ola
2025-03-21,UPI/Ola/Quick Pay,138.63,debit,UPI,HDFC Savings,Travel,Ola
2025-03-21,UPI/Uber/Quick Pay,165.63,debit,UPI,HDFC Savings,Travel,Uber
2025-03-22,UPI/Blinkit/Quick Bite,143.33,debit,UPI,SBI Savings,Food & Dining,Blinkit
2025-03-22,UPI/UPI Misc 3/Purchase,135.58,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 3
2025-03-22,UPI/Subway/Pay,165.87,debit,UPI,HDFC Savings,Food & Dining,Subway
2025-03-22,UPI/Rapido/Pay,165.2,debit,UPI,SBI Savings,Travel,Rapido
2025-03-22,UPI/Uber/Purchase,311.99,debit,UPI,HDFC Savings,Travel,Uber
2025-03-22,UPI/UPI Misc 2/Purchase,142.41,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 2
2025-03-23,UPI/Pay/Ankit J,383.66,debit,UPI,SBI Savings,Transfers,Ankit J
2025-03-23,Mobile Recharge/Jio,439.49,debit,UPI,HDFC Savings,Utilities,Jio
2025-03-23,UPI/UPI Misc 1/Order,69.39,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 1
2025-03-23,UPI/Zomato/Order,137.05,debit,UPI,SBI Savings,Food & Dining,Zomato
2025-03-23,UPI/Starbucks/Pay,148.31,debit,UPI,HDFC Savings,Food & Dining,Starbucks
2025-03-23,UPI/BPCL/Pay,2499.97,debit,UPI,HDFC Savings,Miscellaneous,BPCL
2025-03-24,UPI/Zomato/Food Order,467.29,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-03-24,UPI/Subway/Purchase,177.84,debit,UPI,SBI Savings,Food & Dining,Subway
2025-03-24,UPI/Indian Oil/Order,2348.33,debit,UPI,SBI Savings,Miscellaneous,Indian Oil
2025-03-24,UPI/Domino's/Pay,347.85,debit,UPI,SBI Savings,Food & Dining,Domino's
2025-03-24,UPI/UPI Misc 4/Quick Pay,146.46,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 4
2025-03-24,UPI/Namma Yatri/Pay,265.7,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-03-24,UPI/HP Petrol Pump/Order,1154.41,debit,UPI,HDFC Savings,Miscellaneous,HP Petrol Pump
2025-03-25,UPI/McDonald's/Food Order,228.46,debit,UPI,HDFC Savings,Food & Dining,McDonald's
2025-03-25,UPI/Cafe Coffee Day/Food Order,148.92,debit,UPI,SBI Savings,Food & Dining,Cafe Coffee Day
2025-03-25,Myntra/Online Purchase,1669.35,debit,Credit Card,HDFC Credit Card,Shopping,Myntra
2025-03-25,Subscription/YouTube Premium,189.0,debit,Credit Card,HDFC Credit Card,Entertainment,YouTube Premium
2025-03-25,UPI/Pay/Priya K,248.99,debit,UPI,SBI Savings,Transfers,Priya K
2025-03-25,UPI/Namma Yatri/Quick Pay,252.68,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-03-25,UPI/Indian Oil/Pay,1817.21,debit,UPI,HDFC Savings,Miscellaneous,Indian Oil
2025-03-25,UPI/UPI Misc 1/Quick Pay,255.43,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 1
2025-03-25,UPI/Uber/Purchase,637.21,debit,UPI,HDFC Savings,Travel,Uber
2025-03-26,UPI/Uber/Order,531.48,debit,UPI,SBI Savings,Travel,Uber
2025-03-26,UPI/DMart/Purchase,800.0,debit,UPI,HDFC Savings,Groceries,DMart
2025-03-26,UPI/Reliance Fresh/Quick Pay,626.46,debit,UPI,SBI Savings,Groceries,Reliance Fresh
2025-03-26,UPI/Shell/Quick Pay,1265.51,debit,UPI,SBI Savings,Miscellaneous,Shell
2025-03-26,UPI/Ola/Purchase,139.99,debit,UPI,SBI Savings,Travel,Ola
2025-03-26,UPI/Namma Yatri/Purchase,294.07,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-03-27,UPI/Big Basket/Grocery,2488.36,debit,UPI,HDFC Savings,Groceries,Big Basket
2025-03-27,UPI/Indian Oil/Fuel,2474.69,debit,UPI,SBI Savings,Fuel,Indian Oil
2025-03-27,UPI/Shell/Fuel,3222.05,debit,UPI,SBI Savings,Fuel,Shell
2025-03-27,UPI/Swiggy/Order,104.41,debit,UPI,SBI Savings,Food & Dining,Swiggy
2025-03-27,UPI/UPI Misc 3/Purchase,84.55,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 3
2025-03-27,UPI/Rapido/Quick Pay,132.47,debit,UPI,SBI Savings,Travel,Rapido
2025-03-27,UPI/Spencer's/Quick Pay,710.13,debit,UPI,HDFC Savings,Groceries,Spencer's
2025-03-27,UPI/Ola/Order,578.03,debit,UPI,SBI Savings,Travel,Ola
2025-03-27,UPI/UPI Misc 3/Order,139.49,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 3
2025-03-27,UPI/Namma Yatri/Order,61.54,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-03-28,Subscription/Netflix,649.0,debit,Credit Card,HDFC Credit Card,Entertainment,Netflix
2025-03-28,ATM Withdrawal - HDFC Bank,7237.7,debit,Cash,HDFC Savings,Cash Withdrawal,HDFC ATM
2025-03-28,Freelance/GST Return - Client B,5500.0,credit,NEFT,HDFC Savings,Business Income,Freelance Client
2025-03-28,Mutual Fund Dividend - Axis,451.2,credit,Bank Credit,HDFC Savings,Investments,Axis Mutual Fund
2025-03-28,UPI/UPI Misc 1/Purchase,180.54,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 1
2025-03-28,UPI/Ola/Quick Pay,76.43,debit,UPI,SBI Savings,Travel,Ola
2025-03-28,UPI/Uber/Purchase,341.32,debit,UPI,HDFC Savings,Travel,Uber
2025-03-28,UPI/Uber/Pay,111.41,debit,UPI,HDFC Savings,Travel,Uber
2025-03-28,UPI/Swiggy Instamart/Pay,850.33,debit,UPI,SBI Savings,Food & Dining,Swiggy Instamart
2025-03-28,UPI/Namma Yatri/Purchase,188.14,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-03-28,UPI/Namma Yatri/Order,287.39,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-03-28,UPI/UPI Misc 3/Pay,278.24,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 3
2025-03-29,UPI/McDonald's/Food Order,475.6,debit,UPI,SBI Savings,Food & Dining,McDonald's
2025-03-29,UPI/Rapido/Order,112.77,debit,UPI,HDFC Savings,Travel,Rapido
2025-03-29,UPI/Namma Yatri/Purchase,274.53,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-03-29,UPI/Haldiram's/Pay,75.62,debit,UPI,HDFC Savings,Food & Dining,Haldiram's
2025-03-29,UPI/HP Petrol Pump/Purchase,2538.74,debit,UPI,SBI Savings,Miscellaneous,HP Petrol Pump
2025-03-29,UPI/BPCL/Quick Pay,1960.58,debit,UPI,HDFC Savings,Miscellaneous,BPCL
2025-03-29,UPI/Spencer's/Quick Pay,687.37,debit,UPI,HDFC Savings,Groceries,Spencer's
2025-03-29,UPI/Ola/Order,546.24,debit,UPI,SBI Savings,Travel,Ola
2025-03-30,UPI/Blinkit/Food Order,546.61,debit,UPI,HDFC Savings,Food & Dining,Blinkit
2025-03-30,UPI/Ola/Ride,218.13,debit,UPI,HDFC Savings,Travel,Ola
2025-03-30,UPI/BMTC/Bus Ticket,23.91,debit,UPI,SBI Savings,Travel,BMTC
2025-03-30,UPI/Received/Pooja N,787.52,credit,UPI,SBI Savings,Transfers,Pooja N
2025-03-30,Interest Credit - HDFC Savings,315.78,credit,Bank Credit,HDFC Savings,Business Income,HDFC Bank
2025-03-30,UPI/Spencer's/Purchase,608.68,debit,UPI,HDFC Savings,Groceries,Spencer's
2025-03-30,UPI/Uber/Order,225.08,debit,UPI,HDFC Savings,Travel,Uber
2025-03-30,UPI/Namma Yatri/Pay,184.26,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-03-30,UPI/Blinkit/Purchase,80.38,debit,UPI,HDFC Savings,Food & Dining,Blinkit
2025-03-30,UPI/Indian Oil/Order,2724.29,debit,UPI,HDFC Savings,Miscellaneous,Indian Oil
2025-03-30,UPI/Shell/Quick Pay,1966.16,debit,UPI,SBI Savings,Miscellaneous,Shell
2025-03-31,UPI/Namma Yatri/Ride,125.34,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-03-31,UPI/Ola/Ride,430.64,debit,UPI,HDFC Savings,Travel,Ola
2025-03-31,UPI/Received/Rahul S,717.06,credit,UPI,SBI Savings,Transfers,Rahul S
2025-03-31,UPI/DMart/Order,800.0,debit,UPI,HDFC Savings,Groceries,DMart
2025-03-31,UPI/HP Petrol Pump/Quick Pay,841.5,debit,UPI,SBI Savings,Miscellaneous,HP Petrol Pump
2025-03-31,UPI/Rapido/Quick Pay,146.09,debit,UPI,SBI Savings,Travel,Rapido
2025-03-31,UPI/UPI Misc 3/Quick Pay,41.14,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 3
2025-04-01,Subscription/Amazon Prime,179.0,debit,Credit Card,HDFC Credit Card,Entertainment,Amazon Prime
2025-04-01,UPI/Big Basket/Pay,574.88,debit,UPI,HDFC Savings,Groceries,Big Basket
2025-04-01,UPI/Subway/Pay,430.03,debit,UPI,SBI Savings,Food & Dining,Subway
2025-04-01,UPI/Dunzo/Purchase,123.44,debit,UPI,SBI Savings,Food & Dining,Dunzo
2025-04-01,UPI/Spencer's/Quick Pay,458.51,debit,UPI,HDFC Savings,Groceries,Spencer's
2025-04-02,UPI/Big Basket/Grocery,2271.96,debit,UPI,HDFC Savings,Groceries,Big Basket
2025-04-02,UPI/Namma Yatri/Ride,105.02,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-04-02,UPI/Received/Ankit J,768.69,credit,UPI,HDFC Savings,Transfers,Ankit J
2025-04-02,UPI/Dunzo/Purchase,417.35,debit,UPI,SBI Savings,Food & Dining,Dunzo
2025-04-02,UPI/Indian Oil/Order,2106.91,debit,UPI,SBI Savings,Miscellaneous,Indian Oil
2025-04-02,UPI/DMart/Order,800.0,debit,UPI,HDFC Savings,Groceries,DMart
2025-04-02,UPI/KFC/Purchase,258.55,debit,UPI,SBI Savings,Food & Dining,KFC
2025-04-02,UPI/Spencer's/Quick Pay,727.89,debit,UPI,HDFC Savings,Groceries,Spencer's
2025-04-03,Salary Credit - TechCorp Solutions Pvt Ltd,200000.0,credit,NEFT,HDFC Savings,Salary,TechCorp Solutions
2025-04-03,UPI/UPI Misc 3/Pay,127.14,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 3
2025-04-03,UPI/Haldiram's/Purchase,115.54,debit,UPI,SBI Savings,Food & Dining,Haldiram's
2025-04-03,UPI/Uber/Pay,171.44,debit,UPI,SBI Savings,Travel,Uber
2025-04-03,UPI/UPI Misc 1/Quick Pay,152.35,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 1
2025-04-03,UPI/Rapido/Pay,37.14,debit,UPI,SBI Savings,Travel,Rapido
2025-04-04,UPI/Blinkit/Food Order,303.31,debit,UPI,SBI Savings,Food & Dining,Blinkit
2025-04-04,UPI/Rapido/Ride,243.74,debit,UPI,SBI Savings,Travel,Rapido
2025-04-04,UPI/BMTC/Bus Ticket,42.39,debit,UPI,HDFC Savings,Travel,BMTC
2025-04-04,UPI/Pay/Priya K,262.34,debit,UPI,HDFC Savings,Transfers,Priya K
2025-04-04,UPI/Ola/Order,46.31,debit,UPI,HDFC Savings,Travel,Ola
2025-04-04,UPI/UPI Misc 1/Pay,158.55,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 1
2025-04-04,UPI/Uber/Quick Pay,604.22,debit,UPI,SBI Savings,Travel,Uber
2025-04-04,UPI/Ola/Purchase,475.93,debit,UPI,SBI Savings,Travel,Ola
2025-04-04,UPI/BPCL/Order,3021.52,debit,UPI,SBI Savings,Miscellaneous,BPCL
2025-04-04,UPI/Ola/Pay,57.27,debit,UPI,SBI Savings,Travel,Ola
2025-04-05,Rent Payment - Prestige Residency,22000.0,debit,NEFT,HDFC Savings,Rent,Prestige Residency
2025-04-05,Home Loan EMI - HDFC Bank HL2023,18450.0,debit,EMI,HDFC Savings,EMI,HDFC Bank
2025-04-05,UPI/Cafe Coffee Day/Food Order,286.37,debit,UPI,SBI Savings,Food & Dining,Cafe Coffee Day
2025-04-05,BookMyShow/Movie Tickets,717.23,debit,Credit Card,HDFC Credit Card,Entertainment,BookMyShow
2025-04-05,UPI/Indian Oil/Order,3417.49,debit,UPI,SBI Savings,Miscellaneous,Indian Oil
2025-04-05,UPI/Ola/Quick Pay,425.13,debit,UPI,HDFC Savings,Travel,Ola
2025-04-05,UPI/Haldiram's/Pay,31.86,debit,UPI,SBI Savings,Food & Dining,Haldiram's
2025-04-05,UPI/Subway/Quick Pay,294.43,debit,UPI,HDFC Savings,Food & Dining,Subway
2025-04-06,UPI/Blinkit/Quick Bite,84.29,debit,UPI,HDFC Savings,Food & Dining,Blinkit
2025-04-06,Tata Cliq/Online Purchase,820.3,debit,Credit Card,HDFC Credit Card,Shopping,Tata Cliq
2025-04-06,UPI/Rapido/Order,143.23,debit,UPI,HDFC Savings,Travel,Rapido
2025-04-06,UPI/Haldiram's/Pay,112.22,debit,UPI,HDFC Savings,Food & Dining,Haldiram's
2025-04-06,UPI/Reliance Fresh/Purchase,757.73,debit,UPI,HDFC Savings,Groceries,Reliance Fresh
2025-04-06,UPI/Haldiram's/Pay,339.44,debit,UPI,SBI Savings,Food & Dining,Haldiram's
2025-04-06,UPI/Uber/Order,599.98,debit,UPI,HDFC Savings,Travel,Uber
